sex herdyear abattoir classifier herd age ageQuadrat yearsaison breedcomb prodsystem calfcull controlcull ageVK slaughterCategory branding cccn ccco ccan ccas ccao ccvn ccvo cwcn cwco cwan cwas cwao cwvn cwvo cfcn cfco cfan cfas cfao cfvn cfvo cacn caco caan caas caao cavn cavo Effekt_HeterosisSumHet Effekt_RekombinationSumRec
3 112 1 3 59 164 26896 2 3 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.39 0 0 0 0 0 0 4 0 0 0 0 0 0 1.64 0 0 0 0 0 6 3
1 19 1 12 30 424 179776 1 9 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.80 0 0 0 0 0 0 3 0 0 0 0 0 0 4.24 0 0 4 4
1 63 1 1 50 434 188356 4 7 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.04 0 0 0 0 0 0 3 0 0 0 0 0 0 4.34 0 0 6 3
1 61 2 3 43 142 20164 1 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.22 0 0 0 0 0 0 3 0 0 0 0 0 0 1.42 0 0 0 0 0 2 2
3 68 6 2 56 520 270400 3 19 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.86 0 0 0 0 0 0 4 0 0 0 0 0 0 5.20 0 0 6 2
3 9 1 12 19 485 235225 1 33 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.77 0 0 0 0 0 0 3 0 0 0 0 0 0 4.85 0 0 6 2
3 87 4 22 155 618 381924 1 21 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.97 0 0 0 0 0 0 3 0 0 0 0 0 0 6.18 0 0 6 2
1 19 1 1 29 404 163216 4 12 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.07 0 0 0 0 0 0 3 0 0 0 0 0 0 4.04 0 0 2 2
1 8 5 7 1 140 19600 1 13 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.29 0 0 0 0 0 0 3 0 0 0 0 0 0 1.40 0 0 0 0 0 6 2
1 17 1 25 27 150 22500 1 4 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.27 0 0 0 0 0 0 2 0 0 0 0 0 0 1.50 0 0 0 0 0 6 1
1 90 6 12 59 160 25600 3 1 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.48 0 0 0 0 0 0 4 0 0 0 0 0 0 1.60 0 0 0 0 0 2 2
3 9 1 1 17 157 24649 1 19 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.26 0 0 0 0 0 0 3 0 0 0 0 0 0 1.57 0 0 0 0 0 6 3
3 108 3 5 126 317 100489 3 33 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.60 0 0 0 0 0 0 3 0 0 0 0 0 0 3.17 0 0 0 0 6 4
3 108 3 27 126 277 76729 4 2 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 2.11 0 0 0 0 0 0 4 0 0 0 0 0 0 2.77 0 0 0 0 6 4
3 153 3 27 126 302 91204 2 33 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 2.51 0 0 0 0 0 0 3 0 0 0 0 0 0 3.02 0 0 0 0 6 4
3 154 3 6 159 348 121104 1 2 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.38 0 0 0 0 0 0 4 0 0 0 0 0 0 3.48 0 0 4 4
2 154 3 32 159 388 150544 3 2 2 0 0 0 MT 2 0 0 7 0 0 0 0 0 0 2.91 0 0 0 0 0 0 1 0 0 0 0 0 0 3.88 0 0 0 0 4 4
2 154 3 21 159 318 101124 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.47 0 0 0 0 0 0 3 0 0 0 0 0 0 3.18 0 0 0 0 4 4
1 29 6 4 1 167 27889 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.41 0 0 0 0 0 0 3 0 0 0 0 0 0 1.67 0 0 0 0 0 1 1
1 30 1 12 63 481 231361 2 23 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.11 0 0 0 0 0 0 3 0 0 0 0 0 0 4.81 0 0 6 2
3 155 1 3 232 519 269361 1 19 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.77 0 0 0 0 0 0 5 0 0 0 0 0 0 5.19 0 0 6 3
3 155 1 25 232 562 315844 2 3 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.76 0 0 0 0 0 0 4 0 0 0 0 0 0 5.62 0 0 6 2
3 155 1 12 232 548 300304 3 3 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.55 0 0 0 0 0 0 3 0 0 0 0 0 0 5.48 0 0 6 3
3 155 1 12 232 541 292681 3 3 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.57 0 0 0 0 0 0 3 0 0 0 0 0 0 5.41 0 0 6 2
1 224 6 31 232 118 13924 3 3 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.23 0 0 0 0 0 0 2 0 0 0 0 0 0 1.18 0 0 0 0 0 6 3
1 224 6 31 232 118 13924 3 3 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.19 0 0 0 0 0 0 2 0 0 0 0 0 0 1.18 0 0 0 0 0 6 3
1 224 1 3 232 167 27889 4 3 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.38 0 0 0 0 0 0 2 0 0 0 0 0 0 1.67 0 0 0 0 0 6 2
3 224 1 3 232 161 25921 4 19 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.22 0 0 0 0 0 0 3 0 0 0 0 0 0 1.61 0 0 0 0 0 6 1
1 224 1 3 232 152 23104 4 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.48 0 0 0 0 0 0 3 0 0 0 0 0 0 1.52 0 0 0 0 0 6 2
3 224 6 12 232 183 33489 4 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.83 0 0 0 0 0 6 1
1 50 1 25 13 390 152100 4 10 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.72 0 0 0 0 0 0 3 0 0 0 0 0 0 3.90 0 0 4 6
1 2 4 23 8 497 247009 3 1 1 0 0 0 MT conventional 0 0 0 0 2 0 0 0 0 0 0 2.72 0 0 0 0 0 0 3 0 0 0 0 0 0 4.97 0 0 2 2
1 2 4 17 8 407 165649 2 10 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.99 0 0 0 0 0 0 3 0 0 0 0 0 0 4.07 0 0 3 4
1 22 4 4 8 404 163216 4 7 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.92 0 0 0 0 0 0 3 0 0 0 0 0 0 4.04 0 0 6 3
3 3 3 14 6 473 223729 2 8 5 0 0 0 RG 8 0 0 0 7 0 0 0 0 0 0 2.92 0 0 0 0 0 0 3 0 0 0 0 0 0 4.73 0 0 0 1 1
3 3 3 14 6 481 231361 3 8 4 0 0 0 RG 3 0 0 0 7 0 0 0 0 0 0 2.91 0 0 0 0 0 0 3 0 0 0 0 0 0 4.81 0 0 0 1 1
3 3 3 8 6 403 162409 2 8 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.41 0 0 0 0 0 0 3 0 0 0 0 0 0 4.03 0 0 1 1
1 3 5 9 6 421 177241 2 8 4 0 0 0 MT 3 0 0 0 7 0 0 0 0 0 0 3.44 0 0 0 0 0 0 3 0 0 0 0 0 0 4.21 0 0 0 1 1
1 3 5 9 6 421 177241 2 8 4 0 0 0 MT 3 0 0 0 7 0 0 0 0 0 0 3.26 0 0 0 0 0 0 3 0 0 0 0 0 0 4.21 0 0 0 1 1
1 156 8 35 189 413 170569 4 12 1 0 0 0 OB conventional 0 0 0 0 5 0 0 0 0 0 0 2.72 0 0 0 0 0 0 3 0 0 0 0 0 0 4.13 0 0 2 2
1 156 8 35 189 368 135424 4 5 1 0 0 0 OB conventional 0 0 0 0 6 0 0 0 0 0 0 2.72 0 0 0 0 0 0 3 0 0 0 0 0 0 3.68 0 0 6 2
1 11 1 12 23 398 158404 2 32 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.22 0 0 0 0 0 0 3 0 0 0 0 0 0 3.98 0 0 3 4
1 11 3 8 23 451 203401 2 10 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 3.22 0 0 0 0 0 0 3 0 0 0 0 0 0 4.51 0 0 4 6
1 11 3 8 23 449 201601 2 26 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.26 0 0 0 0 0 0 3 0 0 0 0 0 0 4.49 0 0 6 3
1 22 4 4 8 399 159201 4 10 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.99 0 0 0 0 0 0 3 0 0 0 0 0 0 3.99 0 0 4 6
1 36 5 7 44 140 19600 3 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.40 0 0 0 0 0 2 2
1 19 6 9 29 392 153664 4 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.33 0 0 0 0 0 0 3 0 0 0 0 0 0 3.92 0 0 6 4
3 24 1 25 55 717 514089 3 7 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.99 0 0 0 0 0 0 3 0 0 0 0 0 0 7.17 0 0 6 5
1 75 6 2 91 126 15876 1 22 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.18 0 0 0 0 0 0 3 0 0 0 0 0 0 1.26 0 0 0 0 0 1 1
1 75 6 1 91 140 19600 1 22 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.40 0 0 0 0 0 1 1
1 75 6 7 91 126 15876 1 22 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.39 0 0 0 0 0 0 2 0 0 0 0 0 0 1.26 0 0 0 0 0 1 1
1 75 6 9 91 118 13924 3 22 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.22 0 0 0 0 0 0 3 0 0 0 0 0 0 1.18 0 0 0 0 0 1 1
1 66 6 12 91 178 31684 1 22 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.12 0 0 0 0 0 0 2 0 0 0 0 0 0 1.78 0 0 0 0 0 1 1
1 29 6 31 1 149 22201 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.50 0 0 0 0 0 0 3 0 0 0 0 0 0 1.49 0 0 0 0 0 2 2
1 33 1 12 26 413 170569 4 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.87 0 0 0 0 0 0 3 0 0 0 0 0 0 4.13 0 0 6 3
1 103 3 8 51 413 170569 1 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.26 0 0 0 0 0 0 3 0 0 0 0 0 0 4.13 0 0 6 3
1 103 3 8 51 374 139876 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.07 0 0 0 0 0 0 2 0 0 0 0 0 0 3.74 0 0 6 2
3 146 3 10 163 324 104976 3 7 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.08 0 0 0 0 0 0 4 0 0 0 0 0 0 3.24 0 0 6 4
2 146 3 21 163 315 99225 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.52 0 0 0 0 0 0 3 0 0 0 0 0 0 3.15 0 0 0 0 4 4
2 146 3 21 163 305 93025 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.70 0 0 0 0 0 0 3 0 0 0 0 0 0 3.05 0 0 0 0 4 4
3 146 3 27 163 305 93025 3 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.31 0 0 0 0 0 0 4 0 0 0 0 0 0 3.05 0 0 0 0 4 4
2 146 3 21 163 310 96100 4 2 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.37 0 0 0 0 0 0 3 0 0 0 0 0 0 3.10 0 0 0 0 4 3
2 146 3 27 163 308 94864 4 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.09 0 0 0 0 0 0 3 0 0 0 0 0 0 3.08 0 0 0 0 4 4
2 146 3 21 163 307 94249 4 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.23 0 0 0 0 0 0 2 0 0 0 0 0 0 3.07 0 0 0 0 4 4
3 157 3 14 163 495 245025 2 2 4 0 0 0 RG 3 0 0 0 7 0 0 0 0 0 0 2.84 0 0 0 0 0 0 3 0 0 0 0 0 0 4.95 0 0 0 4 4
2 146 3 21 163 310 96100 4 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.77 0 0 0 0 0 0 3 0 0 0 0 0 0 3.10 0 0 0 0 4 4
3 146 3 27 163 307 94249 4 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.22 0 0 0 0 0 0 2 0 0 0 0 0 0 3.07 0 0 0 0 4 4
3 146 3 27 163 319 101761 4 2 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 2.10 0 0 0 0 0 0 2 0 0 0 0 0 0 3.19 0 0 0 0 4 3
2 146 3 21 163 318 101124 4 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.50 0 0 0 0 0 0 2 0 0 0 0 0 0 3.18 0 0 0 0 4 4
2 146 3 21 163 317 100489 4 8 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.30 0 0 0 0 0 0 2 0 0 0 0 0 0 3.17 0 0 0 0 3 3
3 146 3 27 163 334 111556 4 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.46 0 0 0 0 0 0 3 0 0 0 0 0 0 3.34 0 0 0 0 4 4
2 146 3 21 163 329 108241 4 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.53 0 0 0 0 0 0 3 0 0 0 0 0 0 3.29 0 0 0 0 4 3
3 146 3 27 163 325 105625 4 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.77 0 0 0 0 0 0 3 0 0 0 0 0 0 3.25 0 0 0 0 4 4
2 157 3 6 163 342 116964 1 4 1 0 0 0 OB conventional 0 0 0 0 7 0 0 0 0 0 0 2.68 0 0 0 0 0 0 3 0 0 0 0 0 0 3.42 0 0 6 1
1 157 3 6 163 342 116964 1 19 1 0 0 0 OB conventional 0 0 0 0 5 0 0 0 0 0 0 2.70 0 0 0 0 0 0 3 0 0 0 0 0 0 3.42 0 0 6 3
1 157 3 17 163 313 97969 1 7 1 0 0 0 OB conventional 0 0 0 0 6 0 0 0 0 0 0 2.71 0 0 0 0 0 0 4 0 0 0 0 0 0 3.13 0 0 6 4
3 157 3 27 163 320 102400 1 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.51 0 0 0 0 0 0 3 0 0 0 0 0 0 3.20 0 0 0 0 4 4
3 157 3 27 163 290 84100 1 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.58 0 0 0 0 0 0 4 0 0 0 0 0 0 2.90 0 0 0 0 4 3
3 157 3 27 163 305 93025 2 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.13 0 0 0 0 0 0 3 0 0 0 0 0 0 3.05 0 0 0 0 5 5
3 157 3 27 163 285 81225 2 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.23 0 0 0 0 0 0 4 0 0 0 0 0 0 2.85 0 0 0 0 4 4
1 157 3 17 163 312 97344 3 7 1 0 0 0 OB conventional 0 0 0 0 6 0 0 0 0 0 0 2.46 0 0 0 0 0 0 4 0 0 0 0 0 0 3.12 0 0 6 3
3 157 3 27 163 310 96100 3 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.17 0 0 0 0 0 0 3 0 0 0 0 0 0 3.10 0 0 0 0 4 4
2 157 8 21 163 313 97969 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.26 0 0 0 0 0 0 4 0 0 0 0 0 0 3.13 0 0 0 0 4 4
2 157 3 17 163 291 84681 3 7 1 0 0 0 OB conventional 0 0 0 0 6 0 0 0 0 0 0 2.80 0 0 0 0 0 0 4 0 0 0 0 0 0 2.91 0 0 6 4
3 157 8 27 163 312 97344 3 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.32 0 0 0 0 0 0 3 0 0 0 0 0 0 3.12 0 0 0 0 4 4
3 157 8 27 163 295 87025 3 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.21 0 0 0 0 0 0 2 0 0 0 0 0 0 2.95 0 0 0 0 4 4
2 157 8 27 163 294 86436 3 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.41 0 0 0 0 0 0 3 0 0 0 0 0 0 2.94 0 0 0 0 4 4
2 157 3 21 163 312 97344 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.30 0 0 0 0 0 0 3 0 0 0 0 0 0 3.12 0 0 0 0 4 4
2 157 3 21 163 309 95481 3 20 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.41 0 0 0 0 0 0 3 0 0 0 0 0 0 3.09 0 0 0 0 4 4
3 157 8 27 163 304 92416 3 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.57 0 0 0 0 0 0 3 0 0 0 0 0 0 3.04 0 0 0 0 4 4
2 157 8 21 163 303 91809 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.36 0 0 0 0 0 0 3 0 0 0 0 0 0 3.03 0 0 0 0 4 4
2 157 8 21 163 299 89401 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.52 0 0 0 0 0 0 3 0 0 0 0 0 0 2.99 0 0 0 0 4 4
3 110 3 6 128 170 28900 1 23 3 0 0 0 KV 1 5 0 0 0 0 0 0 1.26 0 0 0 0 0 0 3 0 0 0 0 0 0 1.70 0 0 0 0 0 0 6 2
3 37 3 14 34 650 422500 1 12 5 0 0 0 RG 8 0 0 0 7 0 0 0 0 0 0 2.83 0 0 0 0 0 0 3 0 0 0 0 0 0 6.50 0 0 0 2 2
1 29 6 9 1 134 17956 3 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.03 0 0 0 0 0 0 3 0 0 0 0 0 0 1.34 0 0 0 0 0 2 2
3 38 6 1 56 529 279841 4 7 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 3.21 0 0 0 0 0 0 3 0 0 0 0 0 0 5.29 0 0 6 3
1 35 1 12 63 409 167281 4 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.03 0 0 0 0 0 0 3 0 0 0 0 0 0 4.09 0 0 6 2
1 23 1 3 63 371 137641 3 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.12 0 0 0 0 0 0 3 0 0 0 0 0 0 3.71 0 0 6 2
1 158 3 21 233 297 88209 3 12 2 0 0 0 OB 2 0 0 5 0 0 0 0 0 0 2.32 0 0 0 0 0 0 3 0 0 0 0 0 0 2.97 0 0 0 0 1 1
1 158 3 21 233 282 79524 3 12 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.39 0 0 0 0 0 0 3 0 0 0 0 0 0 2.82 0 0 0 0 1 1
1 21 1 1 31 154 23716 3 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.32 0 0 0 0 0 0 3 0 0 0 0 0 0 1.54 0 0 0 0 0 2 3
1 8 5 10 11 179 32041 1 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.79 0 0 0 0 0 2 2
1 31 3 10 16 309 95481 3 3 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.60 0 0 0 0 0 0 3 0 0 0 0 0 0 3.09 0 0 6 2
1 11 1 12 17 183 33489 2 29 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.10 0 0 0 0 0 0 3 0 0 0 0 0 0 1.83 0 0 0 0 0 4 4
3 131 1 25 28 567 321489 4 1 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.65 0 0 0 0 0 0 4 0 0 0 0 0 0 5.67 0 0 2 3
3 61 2 3 43 158 24964 1 19 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.38 0 0 0 0 0 0 3 0 0 0 0 0 0 1.58 0 0 0 0 0 6 2
1 3 8 17 5 152 23104 3 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.24 0 0 0 0 0 0 3 0 0 0 0 0 0 1.52 0 0 0 0 0 2 2
1 8 3 5 1 154 23716 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.23 0 0 0 0 0 0 3 0 0 0 0 0 0 1.54 0 0 0 0 0 2 2
1 8 3 5 1 147 21609 2 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.15 0 0 0 0 0 0 3 0 0 0 0 0 0 1.47 0 0 0 0 0 2 2
1 8 2 19 11 158 24964 2 29 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.25 0 0 0 0 0 0 3 0 0 0 0 0 0 1.58 0 0 0 0 0 3 4
1 22 4 4 8 393 154449 4 10 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.98 0 0 0 0 0 0 3 0 0 0 0 0 0 3.93 0 0 4 6
1 22 4 6 8 397 157609 4 10 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.09 0 0 0 0 0 0 3 0 0 0 0 0 0 3.97 0 0 4 6
1 50 6 2 53 357 127449 1 7 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.97 0 0 0 0 0 0 3 0 0 0 0 0 0 3.57 0 0 6 3
1 3 4 6 5 115 13225 1 11 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.27 0 0 0 0 0 0 3 0 0 0 0 0 0 1.15 0 0 0 0 0 5 4
3 19 1 12 29 446 198916 3 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.31 0 0 0 0 0 0 3 0 0 0 0 0 0 4.46 0 0 6 2
1 11 1 12 23 450 202500 1 21 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.32 0 0 0 0 0 0 3 0 0 0 0 0 0 4.50 0 0 6 2
1 11 3 6 23 462 213444 1 1 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.41 0 0 0 0 0 0 3 0 0 0 0 0 0 4.62 0 0 2 2
1 11 1 1 23 395 156025 2 19 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.87 0 0 0 0 0 0 3 0 0 0 0 0 0 3.95 0 0 6 2
1 52 1 12 23 483 233289 3 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.46 0 0 0 0 0 0 3 0 0 0 0 0 0 4.83 0 0 6 2
1 11 1 12 23 441 194481 4 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.28 0 0 0 0 0 0 3 0 0 0 0 0 0 4.41 0 0 6 2
1 52 3 10 23 425 180625 2 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.15 0 0 0 0 0 0 2 0 0 0 0 0 0 4.25 0 0 6 3
1 100 6 1 119 163 26569 2 10 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.16 0 0 0 0 0 0 2 0 0 0 0 0 0 1.63 0 0 0 0 0 3 5
1 61 4 6 43 135 18225 2 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.23 0 0 0 0 0 0 3 0 0 0 0 0 0 1.35 0 0 0 0 0 3 4
1 50 1 25 13 369 136161 4 11 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.55 0 0 0 0 0 0 3 0 0 0 0 0 0 3.69 0 0 5 4
1 13 1 3 29 412 169744 2 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.91 0 0 0 0 0 0 3 0 0 0 0 0 0 4.12 0 0 6 2
1 29 3 5 1 160 25600 2 18 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.44 0 0 0 0 0 0 3 0 0 0 0 0 0 1.60 0 0 0 0 0 6 2
1 3 1 3 5 159 25281 4 32 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.32 0 0 0 0 0 0 3 0 0 0 0 0 0 1.59 0 0 0 0 0 3 4
3 118 1 25 135 176 30976 1 25 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.13 0 0 0 0 0 0 3 0 0 0 0 0 0 1.76 0 0 0 0 0 6 3
3 117 8 35 135 635 403225 2 10 1 0 0 0 RG conventional 0 0 0 0 2 0 0 0 0 0 0 1.85 0 0 0 0 0 0 3 0 0 0 0 0 0 6.35 0 0 3 5
3 118 6 1 135 189 35721 1 25 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.44 0 0 0 0 0 0 4 0 0 0 0 0 0 1.89 0 0 0 0 0 6 3
1 118 1 25 135 175 30625 1 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.30 0 0 0 0 0 0 3 0 0 0 0 0 0 1.75 0 0 0 0 0 2 2
1 118 1 25 135 171 29241 1 25 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.15 0 0 0 0 0 0 2 0 0 0 0 0 0 1.71 0 0 0 0 0 6 3
1 118 1 25 135 171 29241 1 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.22 0 0 0 0 0 0 2 0 0 0 0 0 0 1.71 0 0 0 0 0 2 2
1 118 1 25 135 164 26896 1 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.20 0 0 0 0 0 0 2 0 0 0 0 0 0 1.64 0 0 0 0 0 2 2
3 118 5 10 135 189 35721 1 19 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.89 0 0 0 0 0 6 2
3 118 5 10 135 163 26569 1 24 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.28 0 0 0 0 0 0 3 0 0 0 0 0 0 1.63 0 0 0 0 0 6 4
3 117 3 7 135 694 481636 3 1 1 0 0 0 RG conventional 0 0 0 0 2 0 0 0 0 0 0 2.41 0 0 0 0 0 0 2 0 0 0 0 0 0 6.94 0 0 2 2
3 118 5 10 135 162 26244 1 29 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 0.95 0 0 0 0 0 0 3 0 0 0 0 0 0 1.62 0 0 0 0 0 2 3
1 39 1 11 23 425 180625 4 7 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.05 0 0 0 0 0 0 3 0 0 0 0 0 0 4.25 0 0 6 3
1 118 5 10 135 154 23716 1 24 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.28 0 0 0 0 0 0 2 0 0 0 0 0 0 1.54 0 0 0 0 0 6 4
1 118 5 10 135 160 25600 1 29 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.02 0 0 0 0 0 0 1 0 0 0 0 0 0 1.60 0 0 0 0 0 2 3
1 118 5 10 135 160 25600 1 29 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.01 0 0 0 0 0 0 2 0 0 0 0 0 0 1.60 0 0 0 0 0 2 3
