sex herdyear abattoir classifier herd age ageQuadrat yearsaison breedcomb prodsystem calfcull controlcull ageVK slaughterCategory branding cccn ccco ccan ccas ccao ccvn ccvo cwcn cwco cwan cwas cwao cwvn cwvo cfcn cfco cfan cfas cfao cfvn cfvo cacn caco caan caas caao cavn cavo Effekt_HeterosisSumHet Effekt_RekombinationSumRec
1 1 4 9 1 138 19044 4 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.10 0 0 0 0 0 0 3 0 0 0 0 0 0 1.38 0 0 0 0 0 2 2
1 1 3 10 1 132 17424 4 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.06 0 0 0 0 0 0 3 0 0 0 0 0 0 1.32 0 0 0 0 0 2 2
3 1 3 10 1 109 11881 4 21 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.03 0 0 0 0 0 0 3 0 0 0 0 0 0 1.09 0 0 0 0 0 6 2
1 1 1 12 1 143 20449 4 19 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.24 0 0 0 0 0 0 3 0 0 0 0 0 0 1.43 0 0 0 0 0 6 2
1 78 3 20 4 453 205209 1 21 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.23 0 0 0 0 0 0 3 0 0 0 0 0 0 4.53 0 0 6 2
1 107 4 33 4 512 262144 2 7 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.34 0 0 0 0 0 0 3 0 0 0 0 0 0 5.12 0 0 6 4
1 1 2 3 1 158 24964 2 1 1 0 0 0 KV conventional 0 1 0 0 0 0 0 0 1.12 0 0 0 0 0 0 3 0 0 0 0 0 0 1.58 0 0 0 0 0 2 2
1 1 2 12 1 129 16641 3 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.09 0 0 0 0 0 0 3 0 0 0 0 0 0 1.29 0 0 0 0 0 2 2
1 34 6 5 13 387 149769 3 11 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 3.07 0 0 0 0 0 0 3 0 0 0 0 0 0 3.87 0 0 3 4
1 10 1 3 5 158 24964 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.58 0 0 0 0 0 2 2
1 18 5 53 162 537 288369 2 8 4 0 0 0 MT 3 0 0 0 7 0 0 0 0 0 0 3.97 0 0 0 0 0 0 2 0 0 0 0 0 0 5.37 0 0 0 2 2
3 79 6 27 164 299 89401 2 21 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 2.32 0 0 0 0 0 0 3 0 0 0 0 0 0 2.99 0 0 0 0 6 2
3 79 6 26 164 166 27556 1 21 3 0 0 0 KV 1 4 0 0 0 0 0 0 1.07 0 0 0 0 0 0 3 0 0 0 0 0 0 1.66 0 0 0 0 0 0 6 2
3 79 3 27 164 307 94249 3 26 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 2.15 0 0 0 0 0 0 4 0 0 0 0 0 0 3.07 0 0 0 0 6 4
3 29 3 14 34 553 305809 2 36 5 0 0 0 RG 8 0 0 0 7 0 0 0 0 0 0 2.93 0 0 0 0 0 0 3 0 0 0 0 0 0 5.53 0 0 0 6 4
1 32 4 41 138 589 346921 2 19 1 0 0 0 OB conventional 0 0 0 0 6 0 0 0 0 0 0 3.05 0 0 0 0 0 0 4 0 0 0 0 0 0 5.89 0 0 6 2
1 10 1 12 5 173 29929 1 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.20 0 0 0 0 0 0 3 0 0 0 0 0 0 1.73 0 0 0 0 0 2 2
1 10 1 12 5 167 27889 1 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.42 0 0 0 0 0 0 3 0 0 0 0 0 0 1.67 0 0 0 0 0 2 2
1 73 1 3 17 157 24649 1 9 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.57 0 0 0 0 0 2 2
1 16 4 23 21 361 130321 2 10 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.88 0 0 0 0 0 0 3 0 0 0 0 0 0 3.61 0 0 4 6
1 9 1 1 29 368 135424 2 9 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.00 0 0 0 0 0 0 3 0 0 0 0 0 0 3.68 0 0 2 3
1 63 3 4 16 312 97344 4 7 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.58 0 0 0 0 0 0 3 0 0 0 0 0 0 3.12 0 0 6 3
1 13 3 17 16 304 92416 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.78 0 0 0 0 0 0 3 0 0 0 0 0 0 3.04 0 0 6 2
1 1 2 40 1 138 19044 4 21 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.20 0 0 0 0 0 0 3 0 0 0 0 0 0 1.38 0 0 0 0 0 6 1
1 10 1 3 5 136 18496 2 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.36 0 0 0 0 0 0 3 0 0 0 0 0 0 1.36 0 0 0 0 0 3 4
1 9 2 1 5 145 21025 4 29 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.26 0 0 0 0 0 0 3 0 0 0 0 0 0 1.45 0 0 0 0 0 3 3
1 137 6 9 71 141 19881 2 9 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.27 0 0 0 0 0 0 1 0 0 0 0 0 0 1.41 0 0 0 0 0 2 2
1 180 3 9 229 145 21025 2 9 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.45 0 0 0 0 0 2 2
1 180 3 5 229 147 21609 2 9 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.47 0 0 0 0 0 2 2
1 34 1 12 30 367 134689 3 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.01 0 0 0 0 0 0 3 0 0 0 0 0 0 3.67 0 0 6 2
3 67 3 6 135 159 25281 2 19 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.29 0 0 0 0 0 0 3 0 0 0 0 0 0 1.59 0 0 0 0 0 6 3
1 39 3 5 26 435 189225 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.10 0 0 0 0 0 0 3 0 0 0 0 0 0 4.35 0 0 6 2
1 18 3 61 162 475 225625 2 37 5 0 0 0 MT 8 0 0 0 6 0 0 0 0 0 0 3.01 0 0 0 0 0 0 3 0 0 0 0 0 0 4.75 0 0 0 3 3
1 18 3 61 162 451 203401 3 37 5 0 0 0 MT 8 0 0 0 7 0 0 0 0 0 0 3.24 0 0 0 0 0 0 3 0 0 0 0 0 0 4.51 0 0 0 2 2
1 16 4 33 21 354 125316 2 10 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.96 0 0 0 0 0 0 3 0 0 0 0 0 0 3.54 0 0 3 5
1 28 1 3 37 156 24336 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.27 0 0 0 0 0 0 3 0 0 0 0 0 0 1.56 0 0 0 0 0 2 2
1 108 2 3 9 499 249001 3 8 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.09 0 0 0 0 0 0 2 0 0 0 0 0 0 4.99 0 0 3 3
3 22 2 19 82 147 21609 2 19 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.06 0 0 0 0 0 0 2 0 0 0 0 0 0 1.47 0 0 0 0 0 6 3
3 111 5 15 186 162 26244 1 21 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.62 0 0 0 0 0 6 2
1 113 4 17 113 407 165649 4 1 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.07 0 0 0 0 0 0 3 0 0 0 0 0 0 4.07 0 0 2 3
1 113 4 35 113 442 195364 4 1 1 0 0 0 MT conventional 0 0 0 0 2 0 0 0 0 0 0 2.95 0 0 0 0 0 0 3 0 0 0 0 0 0 4.42 0 0 2 3
1 113 4 35 113 442 195364 4 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 2.98 0 0 0 0 0 0 3 0 0 0 0 0 0 4.42 0 0 2 2
1 113 4 17 113 397 157609 4 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.00 0 0 0 0 0 0 3 0 0 0 0 0 0 3.97 0 0 6 2
1 113 4 6 113 488 238144 1 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.18 0 0 0 0 0 0 3 0 0 0 0 0 0 4.88 0 0 2 2
1 113 4 17 113 369 136161 4 19 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.81 0 0 0 0 0 0 3 0 0 0 0 0 0 3.69 0 0 6 2
1 113 4 6 113 487 237169 1 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.06 0 0 0 0 0 0 2 0 0 0 0 0 0 4.87 0 0 2 2
1 113 4 6 113 471 221841 1 1 1 0 0 0 MT conventional 0 0 0 0 2 0 0 0 0 0 0 2.88 0 0 0 0 0 0 3 0 0 0 0 0 0 4.71 0 0 2 2
1 113 4 6 113 435 189225 1 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.18 0 0 0 0 0 0 3 0 0 0 0 0 0 4.35 0 0 2 2
1 113 4 35 113 377 142129 4 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.81 0 0 0 0 0 0 3 0 0 0 0 0 0 3.77 0 0 6 2
1 113 4 6 113 365 133225 1 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.00 0 0 0 0 0 0 3 0 0 0 0 0 0 3.65 0 0 6 2
1 113 4 35 113 440 193600 2 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 2.66 0 0 0 0 0 0 3 0 0 0 0 0 0 4.40 0 0 2 2
1 113 4 13 113 435 189225 2 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.42 0 0 0 0 0 0 3 0 0 0 0 0 0 4.35 0 0 6 2
1 113 4 13 113 410 168100 2 32 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.19 0 0 0 0 0 0 3 0 0 0 0 0 0 4.10 0 0 3 4
1 113 4 13 113 409 167281 2 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.15 0 0 0 0 0 0 3 0 0 0 0 0 0 4.09 0 0 6 2
1 113 4 13 113 490 240100 3 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.00 0 0 0 0 0 0 3 0 0 0 0 0 0 4.90 0 0 2 2
1 113 4 9 113 449 201601 3 1 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.50 0 0 0 0 0 0 3 0 0 0 0 0 0 4.49 0 0 3 4
1 113 4 9 113 447 199809 3 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.25 0 0 0 0 0 0 3 0 0 0 0 0 0 4.47 0 0 6 2
1 113 4 13 113 490 240100 4 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 2.98 0 0 0 0 0 0 3 0 0 0 0 0 0 4.90 0 0 2 2
1 113 4 13 113 477 227529 4 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.20 0 0 0 0 0 0 3 0 0 0 0 0 0 4.77 0 0 2 2
1 113 4 13 113 474 224676 4 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.23 0 0 0 0 0 0 3 0 0 0 0 0 0 4.74 0 0 2 2
1 113 4 13 113 437 190969 3 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.23 0 0 0 0 0 0 3 0 0 0 0 0 0 4.37 0 0 2 2
1 18 4 35 162 499 249001 3 12 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.16 0 0 0 0 0 0 3 0 0 0 0 0 0 4.99 0 0 1 1
1 16 4 33 21 331 109561 2 12 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.68 0 0 0 0 0 0 2 0 0 0 0 0 0 3.31 0 0 2 2
1 23 3 5 35 424 179776 2 9 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.90 0 0 0 0 0 0 3 0 0 0 0 0 0 4.24 0 0 2 2
1 2 4 23 21 357 127449 3 11 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.01 0 0 0 0 0 0 3 0 0 0 0 0 0 3.57 0 0 5 4
1 23 4 13 35 405 164025 2 10 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.27 0 0 0 0 0 0 3 0 0 0 0 0 0 4.05 0 0 4 5
1 5 1 1 24 436 190096 4 9 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 2.84 0 0 0 0 0 0 3 0 0 0 0 0 0 4.36 0 0 2 2
1 104 3 36 214 295 87025 4 3 2 0 0 0 OB 2 0 0 5 0 0 0 0 0 0 2.02 0 0 0 0 0 0 3 0 0 0 0 0 0 2.95 0 0 0 0 6 2
3 109 3 26 128 209 43681 2 3 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.42 0 0 0 0 0 0 3 0 0 0 0 0 0 2.09 0 0 0 0 0 0 6 2
1 34 5 9 11 159 25281 2 10 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.39 0 0 0 0 0 0 3 0 0 0 0 0 0 1.59 0 0 0 0 0 3 5
3 45 1 3 28 478 228484 1 19 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 3.00 0 0 0 0 0 0 5 0 0 0 0 0 0 4.78 0 0 6 1
3 225 3 4 117 155 24025 3 19 3 0 0 0 KV 1 5 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.55 0 0 0 0 0 0 6 3
3 225 3 20 117 146 21316 3 7 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.31 0 0 0 0 0 0 2 0 0 0 0 0 0 1.46 0 0 0 0 0 0 6 3
3 225 3 11 117 150 22500 3 19 3 0 0 0 KV 1 5 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.50 0 0 0 0 0 0 6 2
3 191 3 11 117 144 20736 4 19 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.44 0 0 0 0 0 0 6 2
1 191 3 13 117 167 27889 1 7 3 0 0 0 KV 1 5 0 0 0 0 0 0 1.40 0 0 0 0 0 0 2 0 0 0 0 0 0 1.67 0 0 0 0 0 0 6 4
3 191 3 11 117 165 27225 2 19 3 0 0 0 KV 1 5 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.65 0 0 0 0 0 0 6 2
1 36 2 19 46 158 24964 2 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.19 0 0 0 0 0 0 2 0 0 0 0 0 0 1.58 0 0 0 0 0 2 2
2 106 3 21 74 316 99856 1 31 2 0 0 0 OB 2 0 0 5 0 0 0 0 0 0 2.45 0 0 0 0 0 0 4 0 0 0 0 0 0 3.16 0 0 0 0 6 3
2 106 6 25 74 331 109561 3 11 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.81 0 0 0 0 0 0 4 0 0 0 0 0 0 3.31 0 0 0 0 4 4
2 106 3 21 74 288 82944 4 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.87 0 0 0 0 0 0 3 0 0 0 0 0 0 2.88 0 0 0 0 4 5
3 106 3 27 74 316 99856 2 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.24 0 0 0 0 0 0 3 0 0 0 0 0 0 3.16 0 0 0 0 4 4
3 106 3 27 74 339 114921 1 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.36 0 0 0 0 0 0 3 0 0 0 0 0 0 3.39 0 0 0 0 4 3
2 106 3 21 74 332 110224 2 5 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.65 0 0 0 0 0 0 3 0 0 0 0 0 0 3.32 0 0 0 0 6 1
3 106 6 25 74 330 108900 3 5 2 0 0 0 OB 2 0 0 4 0 0 0 0 0 0 2.27 0 0 0 0 0 0 4 0 0 0 0 0 0 3.30 0 0 0 0 6 1
3 106 3 27 74 329 108241 4 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.34 0 0 0 0 0 0 3 0 0 0 0 0 0 3.29 0 0 0 0 4 2
2 110 3 21 74 322 103684 3 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.53 0 0 0 0 0 0 2 0 0 0 0 0 0 3.22 0 0 0 0 4 2
2 106 3 21 74 319 101761 2 2 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.57 0 0 0 0 0 0 3 0 0 0 0 0 0 3.19 0 0 0 0 6 4
1 65 1 12 50 424 179776 2 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 2.80 0 0 0 0 0 0 3 0 0 0 0 0 0 4.24 0 0 2 2
3 37 3 26 128 165 27225 2 5 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.36 0 0 0 0 0 0 2 0 0 0 0 0 0 1.65 0 0 0 0 0 0 6 1
1 27 1 3 19 421 177241 2 12 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.94 0 0 0 0 0 0 2 0 0 0 0 0 0 4.21 0 0 1 1
1 10 2 3 5 145 21025 1 19 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.40 0 0 0 0 0 0 3 0 0 0 0 0 0 1.45 0 0 0 0 0 6 2
1 34 1 12 13 387 149769 4 12 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.70 0 0 0 0 0 0 3 0 0 0 0 0 0 3.87 0 0 1 1
1 16 4 23 21 402 161604 1 34 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.02 0 0 0 0 0 0 2 0 0 0 0 0 0 4.02 0 0 6 2
1 30 2 2 65 415 172225 1 7 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.06 0 0 0 0 0 0 3 0 0 0 0 0 0 4.15 0 0 6 3
1 16 4 41 21 387 149769 2 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.03 0 0 0 0 0 0 2 0 0 0 0 0 0 3.87 0 0 6 2
1 21 2 1 11 209 43681 4 32 1 0 0 0 KV conventional 0 1 0 0 0 0 0 0 1.34 0 0 0 0 0 0 1 0 0 0 0 0 0 2.09 0 0 0 0 0 3 4
1 2 4 33 21 354 125316 2 12 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.94 0 0 0 0 0 0 2 0 0 0 0 0 0 3.54 0 0 1 1
1 2 4 24 21 351 123201 4 12 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.79 0 0 0 0 0 0 3 0 0 0 0 0 0 3.51 0 0 2 2
1 6 1 3 39 140 19600 2 9 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.30 0 0 0 0 0 0 2 0 0 0 0 0 0 1.40 0 0 0 0 0 2 2
1 6 1 3 39 140 19600 2 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.28 0 0 0 0 0 0 3 0 0 0 0 0 0 1.40 0 0 0 0 0 2 3
1 9 1 11 29 323 104329 1 9 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.10 0 0 0 0 0 0 3 0 0 0 0 0 0 3.23 0 0 2 3
1 37 3 33 16 306 93636 1 30 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.60 0 0 0 0 0 0 2 0 0 0 0 0 0 3.06 0 0 6 2
1 27 1 1 19 415 172225 3 28 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.22 0 0 0 0 0 0 1 0 0 0 0 0 0 4.15 0 0 6 2
3 32 4 6 138 613 375769 2 21 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 3.20 0 0 0 0 0 0 5 0 0 0 0 0 0 6.13 0 0 6 2
1 108 3 13 131 153 23409 1 32 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.27 0 0 0 0 0 0 3 0 0 0 0 0 0 1.53 0 0 0 0 0 3 4
1 108 3 4 131 158 24964 1 10 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.31 0 0 0 0 0 0 2 0 0 0 0 0 0 1.58 0 0 0 0 0 3 5
1 1 1 1 1 143 20449 4 9 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.33 0 0 0 0 0 0 3 0 0 0 0 0 0 1.43 0 0 0 0 0 3 4
3 128 3 27 222 330 108900 3 17 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.34 0 0 0 0 0 0 3 0 0 0 0 0 0 3.30 0 0 0 0 6 1
2 192 3 21 222 291 84681 4 17 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.58 0 0 0 0 0 0 3 0 0 0 0 0 0 2.91 0 0 0 0 6 1
2 128 3 26 222 167 27889 4 2 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.11 0 0 0 0 0 0 1 0 0 0 0 0 0 1.67 0 0 0 0 0 0 4 4
2 192 3 21 222 316 99856 4 17 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.56 0 0 0 0 0 0 4 0 0 0 0 0 0 3.16 0 0 0 0 6 1
3 128 3 26 222 164 26896 4 2 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.36 0 0 0 0 0 0 1 0 0 0 0 0 0 1.64 0 0 0 0 0 0 4 5
3 192 3 27 222 313 97969 1 17 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 2.04 0 0 0 0 0 0 4 0 0 0 0 0 0 3.13 0 0 0 0 6 1
3 192 3 27 222 305 93025 1 17 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.17 0 0 0 0 0 0 4 0 0 0 0 0 0 3.05 0 0 0 0 6 1
3 128 3 26 222 171 29241 4 5 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.43 0 0 0 0 0 0 2 0 0 0 0 0 0 1.71 0 0 0 0 0 0 6 1
3 192 3 27 222 315 99225 1 17 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 2.33 0 0 0 0 0 0 4 0 0 0 0 0 0 3.15 0 0 0 0 6 1
2 192 3 21 222 305 93025 1 17 2 0 0 0 OB 2 0 0 5 0 0 0 0 0 0 2.46 0 0 0 0 0 0 3 0 0 0 0 0 0 3.05 0 0 0 0 6 1
2 192 3 21 222 300 90000 1 2 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.71 0 0 0 0 0 0 4 0 0 0 0 0 0 3.00 0 0 0 0 6 4
2 192 3 21 222 323 104329 2 16 2 0 0 0 OB 2 0 0 5 0 0 0 0 0 0 2.06 0 0 0 0 0 0 4 0 0 0 0 0 0 3.23 0 0 0 0 1 1
2 192 3 21 222 307 94249 2 16 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.24 0 0 0 0 0 0 3 0 0 0 0 0 0 3.07 0 0 0 0 1 1
2 192 3 21 222 309 95481 2 6 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.48 0 0 0 0 0 0 3 0 0 0 0 0 0 3.09 0 0 0 0 6 1
2 192 3 21 222 306 93636 2 17 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.46 0 0 0 0 0 0 3 0 0 0 0 0 0 3.06 0 0 0 0 6 1
2 192 3 21 222 298 88804 2 26 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.36 0 0 0 0 0 0 3 0 0 0 0 0 0 2.98 0 0 0 0 6 4
3 46 6 4 18 166 27556 4 3 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.35 0 0 0 0 0 0 3 0 0 0 0 0 0 1.66 0 0 0 0 0 6 2
1 9 1 1 29 345 119025 1 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.11 0 0 0 0 0 0 3 0 0 0 0 0 0 3.45 0 0 6 2
1 27 1 1 19 415 172225 4 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.14 0 0 0 0 0 0 3 0 0 0 0 0 0 4.15 0 0 6 2
1 90 6 5 165 287 82369 1 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.71 0 0 0 0 0 0 1 0 0 0 0 0 0 2.87 0 0 0 0 4 4
1 90 6 5 165 278 77284 1 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.57 0 0 0 0 0 0 1 0 0 0 0 0 0 2.78 0 0 0 0 6 4
3 90 3 27 165 305 93025 2 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.42 0 0 0 0 0 0 3 0 0 0 0 0 0 3.05 0 0 0 0 4 4
1 90 3 32 165 283 80089 2 2 2 0 0 0 MT 2 0 0 7 0 0 0 0 0 0 2.39 0 0 0 0 0 0 1 0 0 0 0 0 0 2.83 0 0 0 0 4 4
1 90 3 32 165 282 79524 2 2 2 0 0 0 MT 2 0 0 7 0 0 0 0 0 0 2.23 0 0 0 0 0 0 1 0 0 0 0 0 0 2.82 0 0 0 0 6 5
3 90 3 27 165 315 99225 2 2 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 2.09 0 0 0 0 0 0 3 0 0 0 0 0 0 3.15 0 0 0 0 4 4
3 90 3 27 165 312 97344 2 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.12 0 0 0 0 0 0 3 0 0 0 0 0 0 3.12 0 0 0 0 4 4
1 90 3 21 165 292 85264 2 5 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.24 0 0 0 0 0 0 3 0 0 0 0 0 0 2.92 0 0 0 0 6 1
3 90 3 8 165 328 107584 4 2 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 1.93 0 0 0 0 0 0 2 0 0 0 0 0 0 3.28 0 0 0 0 6 4
3 111 3 27 165 323 104329 3 2 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 1.97 0 0 0 0 0 0 3 0 0 0 0 0 0 3.23 0 0 0 0 6 4
3 111 3 27 165 322 103684 3 5 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 1.79 0 0 0 0 0 0 2 0 0 0 0 0 0 3.22 0 0 0 0 6 1
3 111 3 27 165 318 101124 3 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.08 0 0 0 0 0 0 3 0 0 0 0 0 0 3.18 0 0 0 0 4 3
1 18 3 61 6 403 162409 3 37 5 0 0 0 MT 8 0 0 0 7 0 0 0 0 0 0 3.03 0 0 0 0 0 0 3 0 0 0 0 0 0 4.03 0 0 0 2 3
1 18 5 53 6 375 140625 3 20 4 0 0 0 MT 3 0 0 0 6 0 0 0 0 0 0 3.05 0 0 0 0 0 0 3 0 0 0 0 0 0 3.75 0 0 0 4 4
1 18 5 53 6 346 119716 3 11 4 0 0 0 MT 3 0 0 0 7 0 0 0 0 0 0 3.24 0 0 0 0 0 0 2 0 0 0 0 0 0 3.46 0 0 0 4 5
1 18 5 57 6 377 142129 4 11 4 0 0 0 MT 3 0 0 0 7 0 0 0 0 0 0 3.39 0 0 0 0 0 0 3 0 0 0 0 0 0 3.77 0 0 0 4 4
